Algorithm,Preprocessing,Split,SampleIndex,OriginalIndex,Features,ActualClass,PredictedClass,Correct,Confidence
KNN,raw,80-20,168,3216,10984;416.99798583984375;171.7176513671875;82.50672149658203;0.8770062327384949;11199;0.7470584511756897,Osmancik,Osmancik,1,1.0000
KNN,raw,80-20,169,3217,12573;461.46600341796875;192.90335083007812;84.57207489013672;0.8987717628479004;12893;0.5504333972930908,Osmancik,Osmancik,1,0.6667
KNN,raw,80-20,170,3218,12318;442.5870056152344;189.56443786621094;83.20392608642578;0.8985253572463989;12495;0.6517460346221924,Osmancik,Osmancik,1,0.6667
KNN,raw,80-20,171,3219,12563;457.3630065917969;183.5114288330078;88.70046997070312;0.8754265308380127;12877;0.5934901833534241,Osmancik,Cammeo,0,0.6667
KNN,raw,80-20,172,3220,12024;432.41900634765625;172.9061737060547;89.97196960449219;0.8539522290229797;12323;0.6272300481796265,Osmancik,Osmancik,1,1.0000
KNN,raw,80-20,173,3221,12062;432.6239929199219;175.8968048095703;88.78304290771484;0.8632684946060181;12318;0.6159109473228455,Osmancik,Osmancik,1,1.0000
KNN,raw,80-20,174,3222,11889;428.6969909667969;173.63134765625;88.43959045410156;0.8605578541755676;12113;0.6109455227851868,Osmancik,Osmancik,1,1.0000
KNN,raw,80-20,175,3223,12076;443.99200439453125;181.71148681640625;85.558349609375;0.8822147846221924;12329;0.6478888392448425,Osmancik,Osmancik,1,0.6667
KNN,raw,80-20,176,3224,12746;446.1340026855469;182.34104919433594;89.76050567626953;0.8704441785812378;12993;0.8091670870780945,Osmancik,Cammeo,0,0.6667
KNN,raw,80-20,177,3225,10858;412.2170104980469;166.9623260498047;84.06575012207031;0.8639944791793823;11171;0.7929019927978516,Osmancik,Osmancik,1,1.0000
KNN,raw,80-20,178,3226,11723;427.625;175.98422241210938;85.70833587646484;0.8733892440795898;11916;0.8020662069320679,Osmancik,Osmancik,1,1.0000
KNN,raw,80-20,179,3227,11302;418.9540100097656;172.08990478515625;84.01642608642578;0.8727248311042786;11501;0.6200351119041443,Osmancik,Osmancik,1,1.0000
KNN,raw,80-20,180,3228,11176;418.0559997558594;171.31558227539062;83.93949127197266;0.8717393279075623;11387;0.7970332503318787,Osmancik,Osmancik,1,1.0000
KNN,raw,80-20,181,3229,8992;377.3320007324219;158.27891540527344;73.05545043945312;0.8871082067489624;9105;0.594512403011322,Osmancik,Osmancik,1,1.0000
KNN,raw,80-20,182,3230,11123;426.8559875488281;181.08180236816406;79.00098419189453;0.8998146653175354;11362;0.7620580792427063,Osmancik,Osmancik,1,0.6667
KNN,raw,80-20,183,3231,8709;383.5270080566406;164.1938934326172;67.9328842163086;0.9103970527648926;8873;0.7679893970489502,Osmancik,Osmancik,1,1.0000
KNN,raw,80-20,184,3232,10458;396.0920104980469;161.55184936523438;83.1700439453125;0.8572986125946045;10642;0.6955769658088684,Osmancik,Osmancik,1,1.0000
KNN,raw,80-20,185,3233,9854;397.0669860839844;169.15322875976562;74.63223266601562;0.8974034786224365;9992;0.7239200472831726,Osmancik,Osmancik,1,1.0000
KNN,raw,80-20,186,3234,10863;411.62200927734375;168.27142333984375;83.16527557373047;0.8693295121192932;11057;0.7028338313102722,Osmancik,Osmancik,1,1.0000
KNN,raw,80-20,187,3235,12148;440.6199951171875;184.95330810546875;84.6978530883789;0.8889821767807007;12328;0.6342940926551819,Osmancik,Osmancik,1,1.0000
KNN,raw,80-20,188,3236,11014;411.2179870605469;167.1317138671875;85.07861328125;0.8607361912727356;11185;0.6966036558151245,Osmancik,Osmancik,1,1.0000
KNN,raw,80-20,189,3237,10617;425.4750061035156;180.49880981445312;76.52987670898438;0.9056664109230042;10911;0.7718086838722229,Osmancik,Osmancik,1,1.0000
KNN,raw,80-20,190,3238,11548;433.51300048828125;176.97808837890625;84.34710693359375;0.879122257232666;11821;0.6881592273712158,Osmancik,Osmancik,1,1.0000
KNN,raw,80-20,191,3239,12431;437.6570129394531;178.19419860839844;89.48651885986328;0.8647599816322327;12657;0.7355621457099915,Osmancik,Osmancik,1,1.0000
KNN,raw,80-20,192,3240,9577;403.1709899902344;174.98220825195312;70.26763153076172;0.915828287601471;9769;0.6270953416824341,Osmancik,Osmancik,1,1.0000
KNN,raw,80-20,193,3241,12315;444.62298583984375;183.17518615722656;86.46495819091797;0.8815802335739136;12523;0.61116623878479,Osmancik,Osmancik,1,1.0000
KNN,raw,80-20,194,3242,12361;443.8190002441406;178.172119140625;89.32095336914062;0.8652629256248474;12581;0.7803661823272705,Osmancik,Osmancik,1,1.0000
KNN,raw,80-20,195,3243,11865;426.7279968261719;170.8717041015625;89.45922088623047;0.8519973158836365;12085;0.6418023705482483,Osmancik,Osmancik,1,1.0000
KNN,raw,80-20,196,3244,10889;409.0169982910156;165.91946411132812;84.85234832763672;0.8593387603759766;11123;0.8048041462898254,Osmancik,Osmancik,1,1.0000
KNN,raw,80-20,197,3245,10359;409.510986328125;173.3379669189453;76.87580871582031;0.896273136138916;10510;0.5735880136489868,Osmancik,Osmancik,1,1.0000
KNN,raw,80-20,198,3246,11748;433.77099609375;178.3394775390625;85.6252212524414;0.8772001266479492;12053;0.6529568433761597,Osmancik,Osmancik,1,1.0000
KNN,raw,80-20,199,3247,10901;410.3900146484375;174.69857788085938;79.8648910522461;0.8893854022026062;11038;0.8269609808921814,Osmancik,Osmancik,1,1.0000
KNN,raw,80-20,200,3248,10566;405.302001953125;164.9469757080078;82.92601776123047;0.864435613155365;10834;0.6040130257606506,Osmancik,Osmancik,1,1.0000
KNN,raw,80-20,201,3249,11857;433.20001220703125;177.90762329101562;86.17068481445312;0.874870777130127;12171;0.7166948914527893,Osmancik,Osmancik,1,0.6667
KNN,raw,80-20,202,3250,10620;404.9320068359375;164.5205535888672;83.29569244384766;0.8623611927032471;10863;0.7618364691734314,Osmancik,Osmancik,1,1.0000
KNN,raw,80-20,203,3251,10622;408.02801513671875;166.3291015625;81.88404846191406;0.8704248070716858;10808;0.6208065748214722,Osmancik,Osmancik,1,1.0000
KNN,raw,80-20,204,3252,13133;450.1319885253906;179.15121459960938;94.11334991455078;0.8508991003036499;13351;0.635303795337677,Osmancik,Osmancik,1,0.6667
KNN,raw,80-20,205,3253,11034;414.5010070800781;169.0801544189453;84.23165893554688;0.8670759797096252;11256;0.7681704163551331,Osmancik,Osmancik,1,1.0000
KNN,raw,80-20,206,3254,11051;421.3479919433594;166.91262817382812;85.74882507324219;0.8579490184783936;11421;0.6933308243751526,Osmancik,Osmancik,1,1.0000
KNN,raw,80-20,207,3255,10627;411.4410095214844;172.2612762451172;79.84104919433594;0.8861031532287598;10800;0.802401065826416,Osmancik,Osmancik,1,1.0000
KNN,raw,80-20,208,3256,11540;427.3190002441406;174.0828094482422;85.4178695678711;0.8713433742523193;11829;0.7451891899108887,Osmancik,Osmancik,1,1.0000
KNN,raw,80-20,209,3257,11494;433.0580139160156;171.58245849609375;86.87869262695312;0.862335205078125;11858;0.7593815922737122,Osmancik,Osmancik,1,1.0000
KNN,raw,80-20,210,3258,12253;437.9429931640625;177.7510528564453;89.38975524902344;0.8643487095832825;12595;0.61492520570755,Osmancik,Osmancik,1,1.0000
KNN,raw,80-20,211,3259,13089;458.0769958496094;182.1092071533203;92.58979797363281;0.8611032962799072;13562;0.7129085063934326,Osmancik,Cammeo,0,1.0000
KNN,raw,80-20,212,3260,12267;438.2640075683594;175.59097290039062;90.1874771118164;0.8580162525177002;12519;0.6240842342376709,Osmancik,Osmancik,1,1.0000
KNN,raw,80-20,213,3261,9646;390.95599365234375;162.013671875;76.31642150878906;0.8821069002151489;9815;0.6751120090484619,Osmancik,Osmancik,1,1.0000
KNN,raw,80-20,214,3262,12115;449.197998046875;187.59158325195312;83.3702392578125;0.895816445350647;12440;0.5668631792068481,Osmancik,Osmancik,1,1.0000
KNN,raw,80-20,215,3263,10189;454.3160095214844;180.73765563964844;73.32643127441406;0.9140034317970276;11000;0.5197939276695251,Osmancik,Osmancik,1,1.0000
KNN,raw,80-20,216,3264,10628;418.3039855957031;171.82481384277344;80.32759857177734;0.8839946389198303;10828;0.7150642275810242,Osmancik,Osmancik,1,1.0000
KNN,raw,80-20,217,3265,10962;418.6610107421875;171.63890075683594;82.79927062988281;0.8759489059448242;11258;0.7164705991744995,Osmancik,Osmancik,1,1.0000
KNN,raw,80-20,218,3266,12620;458.8869934082031;193.89642333984375;84.08606719970703;0.901074230670929;12866;0.7525342702865601,Osmancik,Osmancik,1,0.6667
KNN,raw,80-20,219,3267,12164;443.72900390625;185.80194091796875;84.33197784423828;0.8910622596740723;12442;0.6363255977630615,Osmancik,Osmancik,1,1.0000
KNN,raw,80-20,220,3268,12763;454.9020080566406;185.22537231445312;89.68470001220703;0.8749616146087646;13081;0.6227068901062012,Osmancik,Osmancik,1,0.6667
KNN,raw,80-20,221,3269,10509;405.0570068359375;166.5041046142578;81.1501235961914;0.8731921315193176;10722;0.6744320392608643,Osmancik,Osmancik,1,1.0000
KNN,raw,80-20,222,3270,10570;419.9530029296875;181.80636596679688;74.52000427246094;0.9121364951133728;10781;0.5859201550483704,Osmancik,Osmancik,1,1.0000
KNN,raw,80-20,223,3271,10264;410.1390075683594;169.6039581298828;78.00386047363281;0.8879615664482117;10572;0.5957742929458618,Osmancik,Osmancik,1,1.0000
KNN,raw,80-20,224,3272,11502;423.8320007324219;167.89208984375;88.34923553466797;0.8503445386886597;11770;0.6275986433029175,Osmancik,Osmancik,1,1.0000
KNN,raw,80-20,225,3273,12387;449.135986328125;185.4027557373047;86.05038452148438;0.8857687711715698;12662;0.7164256572723389,Osmancik,Osmancik,1,0.6667
KNN,raw,80-20,226,3274,11339;423.9700012207031;171.7066192626953;85.35773468017578;0.8676853179931641;11531;0.6791853904724121,Osmancik,Osmancik,1,1.0000
KNN,raw,80-20,227,3275,11063;418.7749938964844;171.65377807617188;83.65955352783203;0.8731934428215027;11318;0.8034132122993469,Osmancik,Osmancik,1,1.0000
KNN,raw,80-20,228,3276,11365;421.1759948730469;179.13287353515625;81.11463928222656;0.8916028141975403;11499;0.652036726474762,Osmancik,Osmancik,1,1.0000
KNN,raw,80-20,229,3277,12042;433.7699890136719;178.7764434814453;86.52510070800781;0.8750763535499573;12257;0.78644198179245,Osmancik,Osmancik,1,0.6667
KNN,raw,80-20,230,3278,11532;422.6910095214844;168.923095703125;88.04035949707031;0.8534430861473083;11798;0.6306808590888977,Osmancik,Osmancik,1,1.0000
KNN,raw,80-20,231,3279,10723;431.16400146484375;182.3251190185547;76.51873016357422;0.907670795917511;11059;0.7812750339508057,Osmancik,Osmancik,1,0.6667
KNN,raw,80-20,232,3280,9593;396.04998779296875;162.59072875976562;75.99917602539062;0.8840320706367493;9828;0.7447981238365173,Osmancik,Osmancik,1,1.0000
KNN,raw,80-20,233,3281,9936;398.2760009765625;161.48193359375;80.27461242675781;0.8676863312721252;10216;0.6719415783882141,Osmancik,Osmancik,1,1.0000
KNN,raw,80-20,234,3282,10201;403.3070068359375;166.2338409423828;78.98983764648438;0.8798923492431641;10432;0.6097065210342407,Osmancik,Osmancik,1,1.0000
KNN,raw,80-20,235,3283,12054;439.65899658203125;184.57615661621094;84.05713653564453;0.8902837634086609;12227;0.7322762608528137,Osmancik,Osmancik,1,1.0000
KNN,raw,80-20,236,3284,10474;420.1239929199219;176.76693725585938;76.98861694335938;0.900170624256134;10762;0.6886259317398071,Osmancik,Osmancik,1,1.0000
KNN,raw,80-20,237,3285,9733;396.65399169921875;163.66455078125;76.42941284179688;0.8842635750770569;9903;0.8118952512741089,Osmancik,Osmancik,1,1.0000
KNN,raw,80-20,238,3286,11016;421.1000061035156;173.156005859375;82.32682037353516;0.8797433972358704;11302;0.7816091775894165,Osmancik,Osmancik,1,1.0000
KNN,raw,80-20,239,3287,11279;426.2120056152344;168.4024658203125;86.92972564697266;0.8564667701721191;11651;0.6609047055244446,Osmancik,Osmancik,1,1.0000
KNN,raw,80-20,240,3288,12289;451.57598876953125;189.72537231445312;83.07782745361328;0.8990311622619629;12649;0.6882280707359314,Osmancik,Cammeo,0,0.6667
KNN,raw,80-20,241,3289,12899;456;184.99937438964844;90.23584747314453;0.8729761242866516;13167;0.6836442947387695,Osmancik,Osmancik,1,0.6667
KNN,raw,80-20,242,3290,9962;404.94500732421875;170.91648864746094;74.79293823242188;0.8991701006889343;10137;0.5761045813560486,Osmancik,Osmancik,1,1.0000
KNN,raw,80-20,243,3291,11559;427.0299987792969;173.23777770996094;87.18897247314453;0.8641170859336853;11840;0.6991471648216248,Osmancik,Osmancik,1,1.0000
KNN,raw,80-20,244,3292,11023;416.8919982910156;163.0191650390625;88.5920181274414;0.8394445180892944;11343;0.7107027769088745,Osmancik,Osmancik,1,1.0000
KNN,raw,80-20,245,3293,12135;432.81298828125;180.8758544921875;86.0537338256836;0.8795744180679321;12304;0.6430501937866211,Osmancik,Osmancik,1,1.0000
KNN,raw,80-20,246,3294,14498;496.54998779296875;200.71026611328125;93.5765380859375;0.8846651315689087;15053;0.6530630588531494,Osmancik,Cammeo,0,1.0000
KNN,raw,80-20,247,3295,12451;461.3450012207031;191.40777587890625;84.1614990234375;0.8981459736824036;12833;0.5812791585922241,Osmancik,Cammeo,0,0.6667
KNN,raw,80-20,248,3296,11104;420.9700012207031;164.93902587890625;87.29203033447266;0.848473310470581;11429;0.6327065229415894,Osmancik,Osmancik,1,1.0000
KNN,raw,80-20,249,3297,9592;385.77801513671875;157.76795959472656;78.3910903930664;0.8678216338157654;9760;0.7884267568588257,Osmancik,Osmancik,1,1.0000
KNN,raw,80-20,250,3298,11288;429.6470031738281;173.53558349609375;84.29547119140625;0.8740959763526917;11665;0.5931063294410706,Osmancik,Osmancik,1,1.0000
KNN,raw,80-20,251,3299,11769;427.7699890136719;171.65777587890625;88.38392639160156;0.8572595715522766;12007;0.6285516023635864,Osmancik,Osmancik,1,1.0000
KNN,raw,80-20,252,3300,10798;412.01300048828125;169.9911346435547;81.7766342163086;0.8766854405403137;11000;0.6488403081893921,Osmancik,Osmancik,1,0.6667
KNN,raw,80-20,253,3301,10241;411.9469909667969;167.7476806640625;79.10550689697266;0.8818262815475464;10486;0.5897495150566101,Osmancik,Osmancik,1,1.0000
KNN,raw,80-20,254,3302,12465;451.5150146484375;190.45494079589844;84.1636962890625;0.8970600366592407;12640;0.5959552526473999,Osmancik,Osmancik,1,1.0000
KNN,raw,80-20,255,3303,10749;412.42498779296875;168.1168212890625;82.58827209472656;0.8710156679153442;11012;0.7081027626991272,Osmancik,Osmancik,1,1.0000
KNN,raw,80-20,256,3304,10826;414.2229919433594;168.25279235839844;82.88858795166016;0.8702313899993896;11040;0.6154983043670654,Osmancik,Osmancik,1,1.0000
KNN,raw,80-20,257,3305,11518;428.7099914550781;175.9360809326172;84.25155639648438;0.8778825998306274;11754;0.6603978872299194,Osmancik,Osmancik,1,1.0000
KNN,raw,80-20,258,3306,10588;410.9360046386719;169.827880859375;80.41876220703125;0.8807771801948547;10783;0.7837737798690796,Osmancik,Osmancik,1,1.0000
KNN,raw,80-20,259,3307,12489;444.00799560546875;175.32974243164062;92.4818115234375;0.8495714068412781;12853;0.744234561920166,Osmancik,Osmancik,1,1.0000
KNN,raw,80-20,260,3308,11386;431.7850036621094;176.87677001953125;83.32332611083984;0.8820898532867432;11713;0.6809808611869812,Osmancik,Osmancik,1,1.0000
KNN,raw,80-20,261,3309,11907;448.0610046386719;188.30239868164062;82.26176452636719;0.8995295763015747;12156;0.7613171339035034,Osmancik,Osmancik,1,0.6667
KNN,raw,80-20,262,3310,11411;429.10101318359375;175.35614013671875;83.65203094482422;0.8788811564445496;11636;0.5980607867240906,Osmancik,Osmancik,1,1.0000
KNN,raw,80-20,263,3311,9371;401.89599609375;170.56948852539062;70.65042114257812;0.9101844429969788;9542;0.7783222794532776,Osmancik,Osmancik,1,1.0000
KNN,raw,80-20,264,3312,11264;423.3909912109375;172.13951110839844;84.22161102294922;0.8721358776092529;11476;0.7324273586273193,Osmancik,Osmancik,1,1.0000
KNN,raw,80-20,265,3313,12495;454.7929992675781;186.77662658691406;86.49271392822266;0.8863159418106079;12774;0.750315248966217,Osmancik,Osmancik,1,0.6667
KNN,raw,80-20,266,3314,11024;414.8590087890625;165.83213806152344;85.64083099365234;0.8563289046287537;11342;0.6350230574607849,Osmancik,Osmancik,1,1.0000
KNN,raw,80-20,267,3315,11512;427.5679931640625;172.21009826660156;85.44306182861328;0.8682334423065186;11802;0.6907891035079956,Osmancik,Osmancik,1,1.0000
KNN,raw,80-20,268,3316,11708;423.9410095214844;173.9320068359375;85.92610931396484;0.86944979429245;11918;0.6113199591636658,Osmancik,Osmancik,1,1.0000
KNN,raw,80-20,269,3317,10015;402.1789855957031;160.38682556152344;81.07691192626953;0.8628215789794922;10338;0.6946178674697876,Osmancik,Osmancik,1,1.0000
KNN,raw,80-20,270,3318,10820;424.781005859375;178.76576232910156;78.07855987548828;0.8995758295059204;11081;0.7148520350456238,Osmancik,Osmancik,1,1.0000
KNN,raw,80-20,271,3319,9802;396.8160095214844;166.8902130126953;75.11701202392578;0.8929789662361145;9948;0.5711788535118103,Osmancik,Osmancik,1,1.0000
KNN,raw,80-20,272,3320,10470;419.01800537109375;177.06436157226562;75.6327896118164;0.9041814804077148;10682;0.5986278057098389,Osmancik,Osmancik,1,1.0000
KNN,raw,80-20,273,3321,11553;433.7770080566406;183.22137451171875;80.94514465332031;0.8971191048622131;11729;0.8067737221717834,Osmancik,Osmancik,1,1.0000
KNN,raw,80-20,274,3322,10731;414.17498779296875;170.21009826660156;81.19894409179688;0.8788754940032959;10922;0.59320068359375,Osmancik,Osmancik,1,1.0000
KNN,raw,80-20,275,3323,11352;422.3240051269531;171.01980590820312;85.81471252441406;0.8649939298629761;11581;0.7857142686843872,Osmancik,Osmancik,1,0.6667
KNN,raw,80-20,276,3324,11454;424.9540100097656;175.07666015625;84.24492645263672;0.8766170144081116;11646;0.7331029176712036,Osmancik,Osmancik,1,1.0000
KNN,raw,80-20,277,3325,10634;409.5060119628906;167.4369659423828;81.81295776367188;0.872497022151947;10809;0.6837705969810486,Osmancik,Osmancik,1,1.0000
KNN,raw,80-20,278,3326,12422;444.0849914550781;183.13438415527344;86.95216369628906;0.8800938129425049;12658;0.6234065890312195,Osmancik,Osmancik,1,0.6667
KNN,raw,80-20,279,3327,12190;441.7850036621094;178.55238342285156;87.93262481689453;0.8703264594078064;12478;0.6502026915550232,Osmancik,Osmancik,1,1.0000
KNN,raw,80-20,280,3328,10534;409.625;167.9882049560547;80.67377471923828;0.8771399855613708;10753;0.6096065044403076,Osmancik,Osmancik,1,1.0000
KNN,raw,80-20,281,3329,12224;438.97601318359375;177.13861083984375;88.4313735961914;0.8664745092391968;12445;0.6062589883804321,Osmancik,Osmancik,1,1.0000
KNN,raw,80-20,282,3330,10382;405.2130126953125;168.42626953125;78.9587173461914;0.8833028078079224;10599;0.8018226623535156,Osmancik,Osmancik,1,1.0000
KNN,raw,80-20,283,3331,10763;416.0169982910156;171.06178283691406;80.66741943359375;0.8818292021751404;10951;0.5950353741645813,Osmancik,Osmancik,1,1.0000
KNN,raw,80-20,284,3332,13362;460.07000732421875;186.35324096679688;92.15919494628906;0.869154691696167;13612;0.7410159707069397,Osmancik,Osmancik,1,0.6667
KNN,raw,80-20,285,3333,10875;418.98199462890625;166.69039916992188;85.32958221435547;0.8590422868728638;11334;0.7621951103210449,Osmancik,Osmancik,1,1.0000
KNN,raw,80-20,286,3334,10657;407.7650146484375;168.73733520507812;80.82007598876953;0.8778314590454102;10826;0.6095287203788757,Osmancik,Osmancik,1,1.0000
KNN,raw,80-20,287,3335,11568;429.5480041503906;174.58656311035156;85.20391845703125;0.8728254437446594;11800;0.6018730401992798,Osmancik,Osmancik,1,0.6667
KNN,raw,80-20,288,3336,9483;390.99798583984375;157.25991821289062;78.63333129882812;0.8660130500793457;9817;0.6578564047813416,Osmancik,Osmancik,1,1.0000
KNN,raw,80-20,289,3337,10312;398.7950134277344;163.5423126220703;80.67044830322266;0.869876503944397;10507;0.8057509064674377,Osmancik,Osmancik,1,1.0000
KNN,raw,80-20,290,3338,10355;402.6679992675781;159.89141845703125;83.47418212890625;0.8529039025306702;10621;0.6360564827919006,Osmancik,Osmancik,1,1.0000
KNN,raw,80-20,291,3339,11592;436.3999938964844;178.1359405517578;83.72199249267578;0.8826720714569092;11844;0.7235954999923706,Osmancik,Osmancik,1,1.0000
KNN,raw,80-20,292,3340,10384;416.0429992675781;176.7415771484375;75.5928726196289;0.9039193987846375;10557;0.566874086856842,Osmancik,Osmancik,1,1.0000
KNN,raw,80-20,293,3341,11752;428.6610107421875;172.259765625;89.06375122070312;0.8559662699699402;12082;0.6499999761581421,Osmancik,Osmancik,1,1.0000
